AT,V,AP,RH,PE
-0.6449145716824923,-0.999395257719238,1.9148619292349855,-0.0010682128577498842,0.5695364238410594
0.7304218658114219,0.6706679995999059,1.2079865292801268,-0.9754350624877488,0.31933774834437045
-1.9704589855097976,-1.185307959949105,-0.1741916721204488,1.3107656506966203,0.9046357615894038
0.14906634624452264,0.2263681518980204,-0.510966056218044,0.23889296302699778,0.3472847682119209
-1.2020469446007709,-1.334983440557896,-0.6881234145193854,1.6205714339714534,0.71046357615894
0.8771064760725146,0.39337447762993455,-0.16191343936688163,-0.9968725162411409,0.3100662251655635
-0.5197616473312849,-0.8260868064880059,0.1520585124741059,0.14207865575361212,0.6237086092715236
-1.382374814096059,-0.7670043799319042,1.0466154702333663,-0.4671599493024757,0.7703311258278145
-0.6879779435022627,-0.7441591749968782,1.5131883148685807,-2.208434418690934,0.7380132450331125
-1.0782397506189312,-0.8575974339845934,0.34851023653104146,-0.1704932505861743,0.758145695364238
-0.2371582697640425,-0.8449931829859586,-0.7916113762993834,0.12824804042884358,0.4339072847682113
0.052173759650039585,-0.592120397325843,0.26431664050663767,-0.6199882486411772,0.44675496688741756
0.6173805147845248,1.5009730341349894,-0.3232844984136622,0.7582325684720862,0.2652980132450331
0.8017455753879167,0.3264143941996863,-0.06719564383943732,-0.7852641017721707,0.41086092715231715
0.8663406331175721,1.1732625081704784,-0.6442725832566767,0.9961191520581183,0.18185430463576147
0.224427246929121,-0.8394788231740558,0.4572602980625597,-2.0818842884692947,0.5553642384105961
-0.20755220163795007,-0.7441591749968782,1.7026239059234893,-1.6835625671159378,0.6262251655629143
-1.172440876474679,-1.0009707890940671,1.657019041410274,0.29905613968974465,0.7541721854304635
-0.7135468205202514,-0.13364076725049312,1.897321596729918,-0.6635546869142003,0.5243708609271529
-0.7781418782499068,-1.258570168878671,0.3502642697815482,-1.2382167536583657,0.5833112582781457
-0.268110068259502,-0.9474027223498681,-0.7126798800264998,-0.4789159723285297,0.6358940397350992
-1.9300870744287628,-1.1325276588923205,1.0536316032353932,-0.5819540564980618,0.9931125827814569
-1.6138404376273245,-0.9584314419736739,-0.8126597753054843,0.7001439841080548,0.8415894039735097
1.0062965915318256,0.7447179742168866,0.2011714434883348,-1.797665143545285,0.3092715231788077
1.023791086333607,-0.4605635275275895,-1.7493135310769465,-1.262420330476712,0.20927152317880804
1.038594120396653,1.2819741730337053,-0.5583249539817662,0.0992037482468279,0.30450331125827823
-0.693360864979734,-1.1923978511358369,-0.35836516342381713,-0.046017712663250575,0.5814569536423848
-1.593654482086807,-1.141193081453882,1.827160266709588,1.0548992671883877,0.7319205298013243
-1.87625785965405,-1.469691373105808,-0.17769973862146232,1.3204470814239588,0.8496688741721856
1.450387613423207,0.8455519822059676,-0.08122790984349133,-2.166942572716626,0.2335099337748341
