AT,V,AP,RH,PE
1.3369584765735376,1.0044292132640875,-1.029157941765028,-0.45464223847530477,0.2354966887417218
0.3673759432668038,-0.3222749991307355,-0.825783409717257,0.719440233593999,0.32105960264900624
0.5124104496340158,1.477633505044081,-0.1753355529093587,1.022963316855159,0.233907284768212
-1.3851243420036778,-1.02460150207209,2.603531975501805,0.8160157600861866,0.7139072847682124
-0.5995207658479448,-1.1348321191256656,0.6083576869643297,-0.5622549679951706,0.5099337748344368
0.26800044816334323,0.4611497435000355,0.4628397028267233,1.0905661853996895,0.2776158940397355
1.1462649589425735,1.1225334458214902,-1.1957146705972308,-0.22424062527251512,0.1990728476821193
-1.5771607717306348,-1.604886964704128,1.0168599797844,0.38073606568211427,0.8862251655629141
0.07462110634039386,0.16667652365691146,1.2430264852512956,0.23035417442999376,0.44847682119205334
0.5956709995855637,0.9501012662876824,-1.7322026603094274,-0.14904967964645585,0.17364238410596045
-1.6375918160503065,-0.9104340772666005,-0.34539873919065744,1.3865011915793206,0.8565562913907288
0.6963894067850167,1.2524481016346323,-1.023898255591364,-0.8209394139563863,0.20887417218543014
1.1207496291187118,1.228827255123152,-0.41026820199899444,-1.5080053024293751,0.23271523178807918
-0.11741532338656309,-0.1836993662633832,-1.390323059022242,1.796257353981886,0.3887417218543048
-0.8493024157025881,-0.9096467157162179,0.12271333026408597,0.8263631379246347,0.702119205298013
1.018688309823266,-0.12385988843429882,-1.279869649375616,-1.17206043527441,0.24781456953642422
1.4712496861728082,1.1949707084566972,-0.9029254735974502,-0.4394660843122469,0.17403973509933746
-1.3421511549319112,-0.9387790930803771,-0.45760537756183123,0.7228893595401483,0.7958940397350993
0.3982629214746361,1.6390426228725312,-0.47338443608278347,0.25587770643150065,0.31443708609271503
-1.3824385178116925,-0.8592555764917261,1.001080921263448,0.7684178220293231,0.7396026490066232
1.9278397988103286,1.4658230817883404,0.14550530368323034,-2.1998999672269735,0.23033112582781445
-0.3148234014974912,-0.7742205290503964,1.0028341499879958,-0.8671577016347902,0.6324503311258276
1.0240599582072372,1.3107128563629518,-0.8380560107891132,0.9912313581505827,0.15735099337748348
1.9990141398979422,1.568180083338089,-0.25949053168772407,-2.876618477861513,0.1096688741721854
0.4466077569303734,0.2170676628814033,-0.5855910744539572,0.25173875529612105,0.3154966887417219
-1.1904020880847355,-0.7702837212984825,1.2868572033650363,0.9422537697152598,0.653112582781457
-1.7235381901938398,-1.3324598682717192,-0.3734503987834658,0.6152766300202825,0.8161589403973508
0.23845638205150388,-0.2955047064177245,0.06661001107848911,0.08135193355633377,0.46953642384105887
1.390674960413246,1.0264753366748027,0.18407633562332693,-2.353041159236013,0.1821192052980134
0.32440275619503717,0.8713651112494141,0.7082917242636672,-0.18216128872949075,0.34092715231788073
0.045077040228554,0.29186701016775796,0.41199606981477055,0.5304281317450045,0.4713907284768215
-1.0265668123736253,-1.0104289941652016,0.21563445266521145,1.1774841592426581,0.556556291390728
0.026276270884656516,-0.7490249594381504,-0.8170172660945169,0.10618564036861043,0.5193377483443715
1.5558531482203486,0.8477442647379337,-0.21215335612488734,-2.5199788550296507,0.20543046357615857
1.2254967726061432,1.4303918120211194,-0.7872123777771605,0.42695435336051824,0.11430463576158889
1.628370401403955,1.301264517758359,-1.0940274045733454,-1.5431863870801004,0.12119205298013291
-0.4047985119290023,-1.3552933532328169,-0.04209016984356866,0.06134700306866698,0.5778807947019864
-0.7458981843111497,-1.1726254735440342,0.9046533414132263,0.2827808888114671,0.620927152317881
0.6614736922892066,1.0808032836512078,-1.4411666920341748,-1.034785222617658,0.24026490066225126
-1.3058925283401082,-1.1616024118386772,0.5540075965033008,0.4711031654712324,0.7919205298013248
-1.4965860459710725,-0.9553136856384135,-0.8064978937472087,0.48283019368814095,0.847019867549669
-0.9715074164379244,-0.36085571509948716,-0.8012382075735646,1.4568633608807708,0.43152317880794655
1.2765274322538658,1.462673635586809,-1.1098064630942974,-0.8278376658486855,0.11735099337748345
